EXC_1	EXC_2	INH_1	INH_2
ENSMUSG00000036617___Etl4	132.654709	157.314362	121.56179	114.012108
ENSMUSG00000036620___Mgat4b	26.053976	30.363043	26.503242	24.570694
ENSMUSG00000036622___Atp13a2	85.262527	84.981956	115.899704	114.352524
ENSMUSG00000036632___Alg5	13.738439	13.759496	11.472941	15.565959
ENSMUSG00000036634___Mag	42.719265	29.542059	34.114239	25.051279
ENSMUSG00000036636___Clcn7	44.953651	45.865128	44.437195	51.29858
ENSMUSG00000036639___Nudt1	2.742974	4.609598	3.239532	8.604544
ENSMUSG00000036641___Ccdc148	15.164087	19.401054	14.137212	14.968595
ENSMUSG00000036644___Tbc1d9b	63.691986	67.211151	64.313087	82.196083
ENSMUSG00000036646___Man1b1	40.437283	40.128391	48.846806	46.353149
ENSMUSG00000036647___Olfr6	0	0	0	0
ENSMUSG00000036655___Colec11	1.049649	0.678938	0.580313	0.257058
ENSMUSG00000036658___Olfr11	0.044473	0	0.0098	0.018625
ENSMUSG00000036661___Dennd3	8.125857	12.045726	3.150955	5.304865
ENSMUSG00000036667___Tcaf1	237.027802	229.985336	258.719177	240.139252
ENSMUSG00000036672___Cenpt	15.102478	19.471092	16.742796	14.347719
ENSMUSG00000036676___Tmtc3	24.215521	28.634317	29.168657	36.092663
ENSMUSG00000036678___Aaas	15.964493	20.297937	17.036243	16.855785
ENSMUSG00000036686___Cc2d1a	29.452431	28.912786	30.164782	36.621788
ENSMUSG00000036687___Tmem184a	1.101588	0.3656	1.11472	0.441171
ENSMUSG00000036693___Nop14	17.212605	15.629203	17.224081	17.496672
ENSMUSG00000036698___Ago2	30.108526	29.607962	32.65448	32.859234
ENSMUSG00000036699___Zcchc12	10.965758	12.220531	34.635799	42.691895
ENSMUSG00000036707___Cab39	67.009003	60.696774	77.924179	64.898132
ENSMUSG00000036712___Cyld	85.905571	83.52092	131.179382	121.406342
ENSMUSG00000036718___Micall2	0.777904	0.292601	1.915299	1.744814
ENSMUSG00000036721___Zscan12	7.99551	7.770709	7.089673	7.59752
ENSMUSG00000036731___Cysrt1	0.006051	3.878149	3.063826	1.461254
ENSMUSG00000036733___Rbm42	22.26593	20.884562	26.219933	21.732906
ENSMUSG00000036737___Oxsr1	57.578175	62.240456	83.605553	80.144623
ENSMUSG00000036743___Psma8	0.374515	0.602844	0	0.214229
ENSMUSG00000036744___Olfr701	0	0	0	0
ENSMUSG00000036745___Ttll7	82.466454	85.513916	159.231018	90.11689
ENSMUSG00000036748___Cuedc2	36.507881	33.735416	40.626125	35.432213
ENSMUSG00000036749___Pramel5	0	0	0	0
ENSMUSG00000036751___Cox6b1	50.369385	32.110531	47.708118	45.183617
ENSMUSG00000036752___Tubb4b	82.334991	65.366806	89.641594	59.204357
ENSMUSG00000036760___Kcnk9	99.008652	109.816483	46.029385	47.437088
ENSMUSG00000036764___Dnajc12	3.346116	3.311145	6.064855	6.028246
ENSMUSG00000036766___Dner	46.736645	39.751167	125.413818	98.699188
ENSMUSG00000036768___Kif15	3.178428	18.15259	5.549452	10.937143
ENSMUSG00000036769___Wdr44	22.215309	22.200962	26.18573	29.289555
ENSMUSG00000036770___Stpg3	0	0	0	0
ENSMUSG00000036775___Decr2	27.138016	34.915051	26.005444	24.628242
ENSMUSG00000036777___Anln	9.373167	7.421883	7.93368	3.820938
ENSMUSG00000036779___Tent4b	40.939514	36.898689	46.906536	41.684105
ENSMUSG00000036781___Rps27l	8.328072	10.713221	9.060863	6.945757
ENSMUSG00000036782___Klhl13	7.243168	6.673928	26.786913	22.058096
ENSMUSG00000036790___Slitrk2	16.071022	16.175613	15.034557	14.373678
ENSMUSG00000036792___Mbd5	168.201874	178.960144	175.735977	179.147614
ENSMUSG00000036800___Fam135b	82.84201	83.574265	52.388775	60.175159
ENSMUSG00000036805___Noxa1	0	0	0	0
ENSMUSG00000036810___Cnep1r1	33.300522	35.760849	42.628941	39.056976
ENSMUSG00000036813___Entpd8	0	0	0	0.060204
ENSMUSG00000036814___Slc6a20a	1.398977	1.829687	2.820909	2.420172
ENSMUSG00000036815___Dpp10	220.634125	235.904709	91.038429	94.83419
ENSMUSG00000036816___Atoh7	3.518207	6.066841	4.168994	4.051611
ENSMUSG00000036817___Sun1	228.043488	231.675888	130.527008	133.718292
ENSMUSG00000036819___Jmjd4	18.061392	19.735817	13.241947	16.310675
ENSMUSG00000036820___Amdhd2	42.35947	50.969486	41.450897	55.838596
ENSMUSG00000036822___Topors	15.726581	16.601616	13.122501	13.413815
ENSMUSG00000036825___Ssx2ip	40.12215	45.273197	36.348972	39.628887
ENSMUSG00000036826___Igflr1	0.630696	0	1.018903	0.709629
ENSMUSG00000036832___Lpar3	0	0	0	0.121971
ENSMUSG00000036833___Pnpla7	12.685939	13.217753	8.290936	10.341005
ENSMUSG00000036834___Plch1	5.980036	7.637991	11.30011	12.536513
ENSMUSG00000036835___Psenen	31.914371	27.743704	26.87759	24.968727
ENSMUSG00000036840___Siah1a	37.571022	38.528904	33.915939	30.478456
ENSMUSG00000036845___Lin37	21.346502	32.741901	17.522367	27.11677
ENSMUSG00000036850___Mrpl41	86.667328	95.204353	78.048958	84.671799
ENSMUSG00000036853___Mcoln3	0	0	0.222662	0
ENSMUSG00000036854___Hspb6	2.751706	3.259172	3.87458	4.896737
ENSMUSG00000036855___Gjd4	0.111202	0.502074	0.386546	0.132354
ENSMUSG00000036856___Wnt4	4.728506	5.974288	2.01883	2.634861
ENSMUSG00000036858___Ptcra	0	0	0.200429	0
ENSMUSG00000036860___Mrpl55	25.266281	22.043797	28.50168	17.375587
ENSMUSG00000036862___Dchs1	4.300579	3.319396	11.334091	13.526241
ENSMUSG00000036863___Syde2	1.868014	2.10265	2.021544	2.289288
ENSMUSG00000036864___Proser3	6.353926	2.878906	6.136277	7.734408
ENSMUSG00000036867___Smad6	0.243628	0	0.230144	0.112616
ENSMUSG00000036872___Abcc12	0.511984	0.849812	2.703339	2.864326
ENSMUSG00000036873___2410004B18Rik	21.600183	21.010197	22.823292	20.034822
ENSMUSG00000036875___Dna2	2.977166	2.558026	6.598353	5.199564
ENSMUSG00000036879___Phkb	29.590328	33.56813	44.120415	40.004711
ENSMUSG00000036880___Acaa2	2.687674	2.77422	5.985294	5.043591
ENSMUSG00000036882___Arhgap33	40.004436	59.339687	29.532522	51.846043
ENSMUSG00000036885___Arhgef26	14.822914	15.701664	9.938337	9.892384
ENSMUSG00000036887___C1qa	5.126777	4.820605	7.194444	2.841239
ENSMUSG00000036890___Gtdc1	79.076721	78.964371	46.876045	42.356457
ENSMUSG00000036892___Prodh2	0.260599	0.069796	0	0
ENSMUSG00000036893___Ehmt1	93.553749	99.739937	107.48204	113.0242
ENSMUSG00000036894___Rap2b	14.129199	14.508449	8.800625	6.939624
ENSMUSG00000036896___C1qc	4.397379	2.970657	5.121871	3.55217
ENSMUSG00000036898___Zfp157	43.468704	48.619694	50.800373	55.123783
ENSMUSG00000036899___Trpv5	0	0	0	0
ENSMUSG00000036902___Neto2	48.767406	44.479706	84.605453	82.434349
ENSMUSG00000036904___Fzd8	3.489936	2.609122	5.906062	5.339079
ENSMUSG00000036905___C1qb	3.932003	3.487629	4.895835	2.67381
ENSMUSG00000036907___C1ql2	4.627279	4.276483	0.594288	1.173973
ENSMUSG00000036908___Unc93b1	3.0266	3.860383	2.946776	1.738078
ENSMUSG00000036912___Piwil4	0	0.029741	0.49248	0.153978
ENSMUSG00000036913___Trim67	3.013821	2.750589	8.55115	13.374478
ENSMUSG00000036915___Kirrel2	0.823966	1.045592	0.073209	0.214872
ENSMUSG00000036916___Zfp280c	39.311611	48.996895	46.082706	52.421879
ENSMUSG00000036918___Ttc7	13.520508	13.800507	13.953687	12.559843
ENSMUSG00000036921___Tex46	0	0	0	0
ENSMUSG00000036923___Stox1	6.652163	6.409842	3.603117	4.129328
ENSMUSG00000036924___Cst13	0	0	0	0
ENSMUSG00000036925___Mucl2	0.406271	0.309846	0	0.055632
ENSMUSG00000036928___Stag3	1.131465	1.469396	2.223581	2.528422
ENSMUSG00000036931___Nfkbid	6.279376	11.184485	7.568154	6.668684
ENSMUSG00000036932___Aifm1	24.719254	21.823618	33.436272	33.944675
ENSMUSG00000036934___4921524J17Rik	9.697779	8.715198	11.009191	9.053213
ENSMUSG00000036938___Try5	0	0	0.402405	0
ENSMUSG00000036940___Kdm1a	86.653404	105.472481	87.560295	91.169662
ENSMUSG00000036941___Elac1	13.817986	12.777644	15.005973	15.771286
ENSMUSG00000036943___Rab8b	8.623027	9.774151	8.923335	9.21592
ENSMUSG00000036944___Tmem71	0	0	0	0
ENSMUSG00000036948___Map11	33.256584	36.969204	36.537102	34.542034
ENSMUSG00000036949___Slc39a12	5.3884	4.497534	5.094156	2.776719
ENSMUSG00000036951___Aadacl2fm1	0	0	0	0
ENSMUSG00000036955___Kifbp	60.057339	53.479595	54.297234	54.198078
ENSMUSG00000036957___Lrfn3	10.052739	9.138982	8.3785	8.845066
ENSMUSG00000036958___Cst11	0	0	0	0
ENSMUSG00000036959___Bcorl1	9.584558	13.275965	9.357607	10.745704
ENSMUSG00000036960___Clca2	0	0	0	0
ENSMUSG00000036961___Wnt8b	0.03291	0	0.607604	0.155092
ENSMUSG00000036962___Cfap221	0.333726	0.291534	0.281499	0.729082
ENSMUSG00000036964___Trim17	13.34105	14.363632	13.850551	15.543908
ENSMUSG00000036966___Spryd3	32.325916	35.646275	34.81049	34.991295
ENSMUSG00000036968___Cnpy4	15.726865	10.145987	13.576448	12.608935
ENSMUSG00000036972___Zic4	4.785164	5.858384	18.075462	20.240141
ENSMUSG00000036975___Tmem177	6.679533	6.776153	7.909241	5.610894
ENSMUSG00000036977___Anapc10	9.508428	10.379196	13.985662	12.787578
ENSMUSG00000036980___Taf6	26.279367	31.015505	24.44784	27.740911
ENSMUSG00000036983___Tfb1m	10.529289	9.13213	10.097725	11.225072
ENSMUSG00000036985___Zdhhc9	39.095882	42.973431	33.426678	28.865742
ENSMUSG00000036986___Pml	12.930829	12.116802	7.907043	7.20701
ENSMUSG00000036989___Trim3	102.388298	113.148766	94.229134	108.305672
ENSMUSG00000036990___Otud4	62.712826	73.371071	65.343002	74.480751
ENSMUSG00000036992___Nxt1	12.268684	7.951925	10.259859	9.812261
ENSMUSG00000036995___Asap3	1.461414	1.553076	4.672068	5.541151
ENSMUSG00000037001___Zfp39	5.570848	5.938924	5.300608	6.218132
ENSMUSG00000037003___Tns2	4.950392	5.957805	11.031186	10.481745
ENSMUSG00000037005___Xpnpep2	0.252208	0	0.139235	0.361878
ENSMUSG00000037007___Zfp113	10.195053	10.892016	13.436152	10.439729
ENSMUSG00000037010___Apln	1.578958	1.187563	1.393124	1.342109
ENSMUSG00000037012___Hk1	48.105221	54.833668	47.306698	43.634697
ENSMUSG00000037013___Ss18	52.166901	45.393654	41.868553	45.444042
ENSMUSG00000037014___Sstr4	50.622265	45.768665	7.627739	10.990329
ENSMUSG00000037016___Frem2	0.418792	0.455812	1.914964	1.844371
ENSMUSG00000037017___Zscan21	15.22085	14.855225	15.554976	16.777605
ENSMUSG00000037020___Wdr62	1.56527	1.414631	0.467609	0.960568
ENSMUSG00000037022___Mmaa	50.415398	52.812714	44.847565	52.458153
ENSMUSG00000037025___Foxa2	0	0	0.167061	0.294597
ENSMUSG00000037028___Gm12800	0	0	0	0
ENSMUSG00000037029___Zfp146	28.080168	35.377247	33.96701	34.227287
ENSMUSG00000037031___Tspan15	7.394784	8.30673	4.709949	6.08527
ENSMUSG00000037032___Apbb1	122.241867	123.987541	104.314445	101.170517
ENSMUSG00000037033___Clca3b	0.097206	0.369192	0	0
ENSMUSG00000037034___Pax1	0	0	0	0
ENSMUSG00000037035___Inhbb	5.059107	5.444756	4.260784	2.96542
ENSMUSG00000037049___Smpd1	46.116154	35.62215	38.623547	34.049816
ENSMUSG00000037053___Azgp1	0	0	0	0
ENSMUSG00000037058___Paip2	217.222092	227.004883	215.036819	174.84201
ENSMUSG00000037060___Cavin3	6.392411	5.762043	5.062201	1.919881
ENSMUSG00000037062___Sh3glb1	31.111555	32.802013	37.411018	37.958817
ENSMUSG00000037064___Gm5229	0	0	0	0
ENSMUSG00000037070___Rbmxl1	17.664011	15.537478	21.60022	17.3381
ENSMUSG00000037071___Scd1	7.448199	5.447566	9.447304	6.961959
ENSMUSG00000037072___Selenof	78.11055	70.971832	82.782639	77.947723
ENSMUSG00000037075___Rnf139	39.264591	34.140427	37.04113	34.386314
ENSMUSG00000037085___Trmt12	4.575229	4.4909	4.005232	5.759688
ENSMUSG00000037086___Prr32	0	0	0	0.85351
ENSMUSG00000037089___Slc35b2	18.058722	15.830694	22.99935	16.355337
ENSMUSG00000037095___Lrg1	1.690672	1.801567	1.441719	0.708719
ENSMUSG00000037096___Gm9762	0.537628	0	0.701938	1.641976
ENSMUSG00000037098___Rab11fip3	80.072708	95.313072	60.498135	77.203842
ENSMUSG00000037101___Ttc29	0	0	0	0
ENSMUSG00000037103___Dcaf15	13.723659	23.488352	19.69735	23.719013
ENSMUSG00000037104___Socs5	21.319405	29.352528	36.774769	36.728298
ENSMUSG00000037106___Fer1l6	0.381387	0.271718	0.570636	0.607442
ENSMUSG00000037108___Zcwpw1	10.219706	14.690017	12.478623	11.613711
ENSMUSG00000037110___Ralgapa2	98.422585	113.582329	105.995522	121.050476
ENSMUSG00000037111___Setd7	44.18309	45.134319	53.231068	56.063385
ENSMUSG00000037112___Sik2	66.406807	76.284615	64.728378	70.096252
ENSMUSG00000037119___Fam91a1	41.107536	42.618568	39.10741	42.070023
ENSMUSG00000037124___Trim58	0	0.090172	0.197864	0.26243
ENSMUSG00000037126___Psd	120.32518	144.312637	114.902718	132.351257
ENSMUSG00000037129___Tmprss13	0	0	0	0.09153
ENSMUSG00000037130___H2-M10.6	0	0	0	0
ENSMUSG00000037134___Prmt9	32.016098	37.101269	42.108788	38.558506
ENSMUSG00000037138___Aff3	31.301548	33.514526	22.605145	32.021248
ENSMUSG00000037139___Myom3	0	0.065657	0.062917	0.099813
ENSMUSG00000037140___Tas2r108	0.539699	1.099664	2.62974	1.441681
ENSMUSG00000037143___Cfap61	4.613016	4.948292	1.741349	2.687273
ENSMUSG00000037145___2210407C18Rik	0	0	0	0
ENSMUSG00000037148___Arhgap10	26.095448	32.603485	24.219009	22.214968
ENSMUSG00000037149___Ddx1	31.757755	35.026649	31.60387	36.224083
ENSMUSG00000037151___Lrrc20	6.364255	7.509226	6.332764	7.712231
ENSMUSG00000037152___Ndufc1	17.633535	17.193439	24.207449	23.799873
ENSMUSG00000037157___Il22ra1	0	0	0	0
ENSMUSG00000037159___Wee2	0.143035	0.14511	0.390761	0.610596
ENSMUSG00000037161___Mgarp	0	0	0.468458	0
ENSMUSG00000037166___Ppp1r14a	8.296318	5.969432	6.732766	3.452618
ENSMUSG00000037167___Spaca5	0.386729	0.993245	0.285146	1.322553
ENSMUSG00000037169___Mycn	5.141654	5.898136	2.49811	5.013947
ENSMUSG00000037171___Nodal	0.412184	0.310997	0.305447	0.263934
ENSMUSG00000037172___Dennd11	60.543575	72.623383	60.633064	62.126373
ENSMUSG00000037174___Elf2	25.539341	26.935877	31.182892	29.083511
ENSMUSG00000037185___Krt80	1.433266	1.947947	0.191063	0.11417
ENSMUSG00000037188___Grhl3	0.535224	0.603711	0.653482	1.05064
ENSMUSG00000037190___Cyb561d2	8.919031	7.842504	10.59679	8.839386
ENSMUSG00000037196___Pacrg	8.554406	10.303068	8.753538	9.884148
ENSMUSG00000037197___Rbm17	79.685753	82.343971	86.491829	80.148338
ENSMUSG00000037202___Prf1	0.266782	0.147952	0.130285	0.331218
ENSMUSG00000037204___Atg101	16.476864	12.291449	13.198455	11.603209
ENSMUSG00000037206___Islr	2.643773	4.864041	1.021535	0.282535
ENSMUSG00000037210___Fam193a	56.796551	64.312576	62.999863	69.066216
ENSMUSG00000037211___Spry1	3.962476	3.854324	5.25389	6.151849
ENSMUSG00000037214___Thap1	21.692213	7.712313	14.067319	18.750298
ENSMUSG00000037216___Lipt1	8.939744	8.080919	7.578579	7.700377
ENSMUSG00000037217___Syn1	80.299812	82.224586	62.106098	60.142567
ENSMUSG00000037221___Mospd3	8.140058	6.599511	7.215307	11.289119
ENSMUSG00000037224___Zfyve28	109.06678	135.652084	106.947189	112.917915
ENSMUSG00000037225___Fgf2	3.540041	4.507724	5.126229	6.145602
ENSMUSG00000037234___Hook3	112.280907	121.571533	138.416977	128.307144
ENSMUSG00000037235___Mxd4	48.03297	46.234093	45.849991	42.096554
ENSMUSG00000037236___Matr3	360.958557	359.410309	446.740173	408.54303
ENSMUSG00000037239___Spred3	43.532372	60.397163	40.042889	52.281624
ENSMUSG00000037242___Clic4	6.256327	5.296581	9.92275	6.241866
ENSMUSG00000037243___Zfp692	52.719086	65.84021	60.452881	71.787651
ENSMUSG00000037246___H2-M10.5	0	0	0	0
ENSMUSG00000037247___Pldi	0	0	0	0.620206
ENSMUSG00000037251___Pomk	12.707438	14.250255	13.443902	13.136925
ENSMUSG00000037253___Mex3c	19.496262	16.667645	19.05512	15.020443
ENSMUSG00000037254___Itih2	0.481885	0.138935	0.930815	0.446867
ENSMUSG00000037257___Aagab	67.822235	71.690773	49.747467	49.167439
ENSMUSG00000037259___Dzank1	60.632313	60.093937	81.800537	82.78286
ENSMUSG00000037260___Hgsnat	37.150959	39.093861	41.323185	43.968712
ENSMUSG00000037262___Kin	18.269156	22.931532	26.559521	20.269783
ENSMUSG00000037263___Aldh3b3	0	0	0	0.079864
ENSMUSG00000037266___Rsrp1	313.017944	451.779175	320.283081	430.984863
ENSMUSG00000037270___4932438A13Rik	191.12355	205.961487	232.462372	231.06723
ENSMUSG00000037275___Gemin5	19.477839	17.521654	16.759634	17.204386
ENSMUSG00000037278___Tmem97	12.319543	10.600309	12.209596	13.793964
ENSMUSG00000037279___Ovol2	13.876976	13.339372	0.526435	0.209448
ENSMUSG00000037280___Galnt6	1.709692	2.61199	2.58845	1.184488
ENSMUSG00000037286___Stag1	93.834305	107.163185	111.315697	112.836655
ENSMUSG00000037287___Tbcel	43.576042	44.810383	41.861248	49.579967
ENSMUSG00000037295___Ldlrap1	1.573288	1.914281	3.44429	5.047486
ENSMUSG00000037296___Lsm1	17.591866	17.859478	23.450396	21.009588
ENSMUSG00000037300___Ttc13	151.790756	175.872482	138.730331	155.781067
ENSMUSG00000037306___Man1c1	24.222271	28.113697	20.694979	22.700783
ENSMUSG00000037307___Banf2	0	0	0	0
ENSMUSG00000037313___Tacc3	1.129035	1.802167	1.696163	2.698323
ENSMUSG00000037315___Jade3	16.307837	20.989994	15.044087	19.901077
ENSMUSG00000037316___Bag4	20.1455	19.123642	27.355635	22.134821
ENSMUSG00000037318___Traf3ip3	1.835639	0.548997	1.639416	6.293619
ENSMUSG00000037321___Tap1	0.9806	1.207293	0.852489	1.080699
ENSMUSG00000037325___Bbs7	31.927435	40.117977	37.43502	42.288879
ENSMUSG00000037326___Capn15	29.963192	35.837353	29.478491	31.177896
ENSMUSG00000037331___Larp1	43.537617	47.369415	53.336105	52.225197
ENSMUSG00000037334___H2-M1	0	0	0	0
ENSMUSG00000037335___Hand1	0	0.192244	0.240103	0
ENSMUSG00000037336___Mfsd2b	3.598999	3.906193	3.363472	6.951483
ENSMUSG00000037337___Map4k1	0.33648	1.364521	0.967942	1.54384
ENSMUSG00000037339___Fam53a	17.246655	21.521673	14.709328	16.075712
ENSMUSG00000037341___Slc9a7	55.309063	57.481915	92.669426	74.718338
ENSMUSG00000037343___Taf2	60.799503	67.991135	65.295731	72.397865
ENSMUSG00000037344___Slc12a9	19.247276	33.004173	23.038347	27.211817
ENSMUSG00000037346___Hrh4	0	0	0	0
ENSMUSG00000037347___Chst7	1.45956	0.573551	1.988106	0.997824
ENSMUSG00000037348___Paqr7	25.001951	26.744635	25.646103	22.020306
ENSMUSG00000037349___Nudt22	7.71948	4.542258	13.379664	11.44742
ENSMUSG00000037351___Actr1b	152.526215	175.265411	131.463409	156.517853
ENSMUSG00000037353___Letmd1	56.351761	53.462315	48.637814	53.212563
ENSMUSG00000037355___Uvssa	15.685518	16.193096	16.677195	21.12599
ENSMUSG00000037358___Dipk2b	0	0	0	0
ENSMUSG00000037361___Sf3b6	36.006874	32.888264	40.833675	31.914623
ENSMUSG00000037362___Ccn3	41.572258	42.191792	5.681822	6.205196
ENSMUSG00000037363___Letm2	65.521515	71.879868	89.72477	91.010498
ENSMUSG00000037364___Srrt	141.102417	169.817245	113.347778	180.641251
ENSMUSG00000037366___Pafah2	6.989244	4.545866	5.06424	6.263126
ENSMUSG00000037369___Kdm6a	56.846024	58.755459	58.736984	49.637924
ENSMUSG00000037370___Enpp1	0.933716	0.987824	1.300037	1.65907
ENSMUSG00000037373___Ctbp1	56.024212	55.176136	55.482948	54.022449
ENSMUSG00000037375___Hhat	8.247164	7.324344	7.969743	10.659678
ENSMUSG00000037376___Trmt6	36.980625	55.252193	41.993443	41.535992
ENSMUSG00000037379___Spon2	0.289935	0.324567	0	0
ENSMUSG00000037386___Rims2	327.430481	348.934448	360.805939	372.993561
ENSMUSG00000037390___Muc3	0	0	0	0
ENSMUSG00000037393___Nmur2	0.342136	0.563496	3.985359	3.760125
ENSMUSG00000037395___Rcor3	103.323471	111.718948	112.992844	108.442856
ENSMUSG00000037400___Atp11b	192.958847	251.64679	217.985229	250.864517
ENSMUSG00000037405___Icam1	0.130988	0.212675	0.428959	0.159896
ENSMUSG00000037406___Htra4	2.153319	3.127939	1.235031	0.729156
ENSMUSG00000037408___Cnnm4	11.23952	12.269521	11.496095	11.940361
ENSMUSG00000037410___Tbc1d2b	18.010925	16.959496	33.713741	38.434345
ENSMUSG00000037411___Serpine1	0.711115	0.29662	0.961476	0.643326
ENSMUSG00000037415___Ranbp10	24.043715	28.287666	26.003099	27.460876
ENSMUSG00000037416___Dmxl1	149.425491	176.038101	204.679657	213.133453
ENSMUSG00000037418___Best1	2.197026	1.523377	1.71828	1.751646
ENSMUSG00000037419___Endod1	23.672274	18.375753	52.057922	42.104729
ENSMUSG00000037424___Taar9	0	0	0	0
ENSMUSG00000037426___Depdc5	34.184273	56.142902	72.832367	63.237865
ENSMUSG00000037428___Vgf	42.886391	46.481556	64.213852	57.013943
ENSMUSG00000037432___Fer1l5	3.368286	3.58496	3.765752	3.3411
ENSMUSG00000037434___Slc30a1	13.985443	11.758924	13.561549	12.989452
ENSMUSG00000037437___Adam32	1.213625	2.693274	1.258057	2.690415
ENSMUSG00000037438___Uqcrh-ps1	0	0	1.64488	0
ENSMUSG00000037440___Vnn1	0	0	0	0
ENSMUSG00000037443___Cep85	27.269653	24.841871	21.237343	22.696732
ENSMUSG00000037446___Tulp1	0	0	0	0
ENSMUSG00000037447___Arid5a	6.412104	6.973392	12.137366	10.501244
ENSMUSG00000037451___Slc22a20	0	0	0	0
ENSMUSG00000037455___Slc18b1	18.300829	19.940481	16.713665	13.06311
ENSMUSG00000037458___Azin1	61.988491	72.869583	62.276237	69.307716
ENSMUSG00000037461___Ints7	70.066933	81.465141	38.179447	46.22578
ENSMUSG00000037463___Fbxo27	15.477405	18.776638	11.629871	15.218097
ENSMUSG00000037465___Klf10	25.223534	26.955927	12.241139	7.005099
ENSMUSG00000037466___Tedc1	0.487314	0.456743	0.30692	0.199869
ENSMUSG00000037469___Acp7	3.01693	5.644284	1.052956	2.914042
ENSMUSG00000037470___Uggt1	77.077248	83.889694	83.378166	87.647385
ENSMUSG00000037474___Dtl	4.070165	6.151831	0.567946	0.551739
ENSMUSG00000037475___Thoc2	106.435394	117.471115	119.422134	134.65892
ENSMUSG00000037477___Tbx10	0.235102	0.085779	0.202614	0.234399
ENSMUSG00000037482___Erv3	0.096391	0.167232	0	0.147007
ENSMUSG00000037486___Asxl2	69.86396	78.924355	86.373352	83.093216
ENSMUSG00000037487___Ubr5	343.600098	351.561493	422.116974	424.689789
ENSMUSG00000037490___Slc2a12	4.873721	3.023204	4.861235	4.360472
